Min;78.08296019900499;78.80163812244595;76.08905472636816;78.41150357614758
Max;80.92810945273632;80.55432015762476;81.77910447761194;81.00064300414758
Mean;79.73286069651742;79.6361029104988;79.31728855721393;79.63399689580906
Median;79.68090796019901;79.69531295414723;79.23320895522387;79.2623016985091

SampleSplit;Accuracy;Precision;Recall;F1
5;80.52910447761195;79.53057171180504;81.12885572139304;80.11887241096738
15;80.27810945273632;80.48747131097758;81.77910447761194;81.00064300414758
25;80.92810945273632;80.55432015762476;81.72810945273632;80.91804135770039
35;80.80323383084578;79.89028669816534;81.02960199004976;80.71540228389054
45;79.73047263681593;79.231724476716;78.83383084577113;79.2088126943908
55;79.5063432835821;79.8600541964894;78.63084577114428;79.08822808468925
65;79.63134328358208;79.19067389585186;79.63258706467661;79.31579070262742
75;79.10684079601991;79.98793308523426;77.53432835820895;78.41150357614758
85;78.73208955223882;78.82635544967782;76.78656716417912;78.732706349585
95;78.08296019900499;78.80163812244595;76.08905472636816;78.82996849394466
