Min;77.5;76.81043956043958;78.14102564102565;77.26827278972938
Max;81.85897435897438;83.36105561105562;83.65384615384615;81.42336890162977
Mean;80.17307692307693;80.77998251748252;81.28846153846153;79.92799503000812
Median;80.64102564102565;80.92162004662005;81.21794871794872;80.08073268487536

SampleSplit;Accuracy;Precision;Recall;F1
5;81.44230769230771;83.36105561105562;83.52564102564102;80.8005850831938
15;81.85897435897438;81.58928571428572;83.65384615384615;80.53276353276352
25;80.67307692307692;81.98717948717949;81.98717948717949;81.42336890162977
35;80.64102564102565;81.09644522144522;81.21794871794872;79.77216825042912
45;81.08974358974359;80.74679487179488;81.21794871794872;79.71038104195999
55;80.64102564102565;81.2960372960373;78.78205128205128;80.16402675212746
65;79.00641025641025;80.12021312021312;82.75641025641025;80.49014909998891
75;79.39102564102564;80.69164169164169;80.38461538461539;79.99743861762326
85;77.5;76.81043956043958;78.14102564102565;79.12079623063605
95;79.48717948717949;80.1007326007326;81.21794871794872;77.26827278972938
