Min;78.2968400548301;80.26382211908958;74.35430344131014;77.50445625087812
Max;82.15099920640647;82.65617173179155;81.63516340812352;82.86776943318769
Mean;80.09322920424212;81.33736218817877;77.73620229420676;79.56549173142874
Median;80.20732631123295;81.17348635146917;76.75997402784792;79.47125597985035

SampleSplit;Accuracy;Precision;Recall;F1
5;82.15099920640647;82.65617173179155;81.63516340812352;82.86776943318769
15;81.8483514897915;82.52875211828693;81.27768559267008;81.74504296530284
25;80.8240747420821;81.75073043795953;79.6511795685737;81.04395893871063
35;81.12491883702475;82.15980651857757;78.86804703845321;79.56692158496482
45;80.22328836303296;81.46686664201962;76.58033330928504;79.81978903566542
55;80.19136425943294;80.83109693547719;76.88153812856216;79.37559037473588
65;78.8379265565255;80.88010606091872;75.61719933626722;78.59051588471479
75;78.74756511074239;80.44651888682898;76.63840992713368;77.52283600327353
85;78.6869634225525;80.26382211908958;74.35430344131014;77.61803684285368
95;78.2968400548301;80.38975043083803;75.85816319168892;77.50445625087812
